Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Walgreens boots alliance inc.,WBA,"",0.0,0.0,,0.0163,"",-34732.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",58.96
Wyndham hotels & resorts inc,WH,"",0.0,0.0,,0.0016,"",-3208.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",62.81
Legg mason inc.,LM1,"",0.0,0.0,,0.0047,"",-16391.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",35.91
Lands end inc,LE,"",0.0,0.0,,0.0117,"",-87344.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",15.95
Diamondrock hospitality co,DRH,"",0.0,0.0,,0.0014,"",-16411.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",11.08
Digitalbridge group inc,DBRG,"",0.0,0.0,,0.0011,"",-29079.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",4.75
Manpowergroup inc.,MAN,"",0.0,0.0,,0.0021,"",-2655.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",97.1
Euronet worldwide inc.,EEFT,"",0.0,0.0,,0.0033,"",-2673.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",157.56
Helmerich & payne  inc.,HP,"",0.0,0.0,,0.0019,"",-5190.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",45.43
Camden property trust,CPT,"",0.0,0.0,,0.0028,"",-3330.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",106.1
Flir systems inc,FLIR1,"",0.0,0.0,,0.0041,"",-9866.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",52.07
Air products & chemicals inc,APD,"",0.0,0.0,,0.0025,"",-1316.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",234.99
Ciena corp,CIEN,"",0.0,0.0,,0.0049,"",-14279.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",42.69
Citrix systems inc.,CTXS,"",0.0,0.0,,0.0074,"",-8429.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",110.9
Sensata technologies holding n.v.,ST,"",0.0,0.0,,0.0027,"",-6310.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",53.87
Costco co.,COST,"",0.0,0.0,,0.0151,"",-6477.0,-100.0,soldall,0.0000000,Q3 2018,CONSUMER STAPLES,"","",281.99
Lamb weston holdings inc,LW,"",0.0,0.0,,0.0075,"",-11006.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",86.03
Realty income corp.,O,"",0.0,0.0,,0.0032,"",-5629.56,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",73.63
Diamondback energy inc,FANG,"",0.0,0.0,,0.0051,"",-6858.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",92.86
Church & dwight co.  inc.,CHD,"",0.0,0.0,,0.0038,"",-6792.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",74.68
La-z-boy inc,LZB,"",0.0,0.0,,0.0095,"",-37848.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",31.48
Perkinelmer inc.,PKI,"",0.0,0.0,,0.0029,"",-3729.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",97.1
Kar auction services inc,KAR,"",0.0,0.0,,0.0048,"",-27427.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",21.79
Ptc inc.,PTC,"",0.0,0.0,,0.008,"",-13466.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",74.89
Humana  inc.,HUM,"",0.0,0.0,,0.0019,"",-637.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",366.52
Archer-daniels-midland co.,ADM,"",0.0,0.0,,0.0016,"",-4323.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",46.35
Carvana co,CVNA,"",0.0,0.0,,0.0072,"",-9793.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",92.05
Firstenergy corp.,FE,"",0.0,0.0,,0.0016,"",-4216.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",48.6
Aes corp. (the),AES,"",0.0,0.0,,0.0044,"",-27637.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",19.9
Bellring brands  inc. class a common,BRBR,"",0.0,0.0,,0.0044,"",-25837.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",21.29
New relic inc,NEWR,"",0.0,0.0,,0.0028,"",-5348.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",65.71
Advanced micro devices inc,AMD,"",0.0,0.0,,0.0021,"",-5714.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",45.86
Burlington stores inc,BURL,"",0.0,0.0,,0.011,"",-6068.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",228.03
Mohawk industries inc.,MHK,"",0.0,0.0,,0.0063,"",-5847.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",136.38
Fidelity national financial inc,FNF,"",0.0,0.0,,0.0032,"",-8904.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",45.35
United states steel corp.,X,"",0.0,0.0,,0.0038,"",-41672.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",11.41
Six flags entertainment corp.,SIX,"",0.0,0.0,,0.0092,"",-25574.0,-100.0,soldall,0.0000000,Q2 2019,COMMUNICATIONS,"","",45.11
Murphy oil corp.,MUR,"",0.0,0.0,,0.0034,"",-15970.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",26.8
Occidental petroleum corp.,OXY,"",0.0,0.0,,0.0046,"",-14143.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",41.21
Dowdupont inc. (dow chemical),DD,"",0.0,0.0,,0.0048,"",-9340.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",64.2
Rollins  inc.,ROL,"",0.0,0.0,,0.0057,"",-32535.0,-100.0,soldall,0.0000000,Q3 2019,INDUSTRIALS,"","",33.76
Nortonlifelock inc,NLOK,"",0.0,0.0,,0.0129,"",-63423.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",25.52
S&p global inc. (mcgraw-hill inc.),SPGI,"",0.0,0.0,,0.0064,"",-2947.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",273.05
Brightsphere investment group plc,BSIG,"",0.0,0.0,,0.0008,"",-10005.0,-100.0,soldall,N/A,Q4 2019,FINANCE,"","",10.22
Ross stores inc. (de),ROST,"",0.0,0.0,,0.0099,"",-10697.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",102.6
Extended stay america inc,STAY1,"",0.0,0.0,,0.0034,"",-29133.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",14.86
Lumber liquidators holdings inc,LL,"",0.0,0.0,,0.0013,"",-16828.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",9.77
Leggett & platt inc.,LEG,"",0.0,0.0,,0.0027,"",-6761.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",50.83
Lpl financial holdings inc,LPLA,"",0.0,0.0,,0.0024,"",-3223.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",92.25
Molson coors brewing co,TAP,"",0.0,0.0,,0.0239,"",-55827.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER STAPLES,"","",54.92
Genesco inc.,GCO,"",0.0,0.0,,0.0027,"",-7002.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",47.92
Valero energy corp.,VLO,"",0.0,0.0,,0.0044,"",-5893.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",93.65
Medtronic plc,MDT,"",0.0,0.0,,0.0055,"",-6055.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",113.45
Docusign inc,DOCU,"",0.0,0.0,,0.0033,"",-5516.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",74.11
Dennys corp.,DENN,"",0.0,0.0,,0.0054,"",-34368.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",20.71
Delta air lines inc.,DAL,"",0.0,0.0,,0.0088,"",-18821.0,-100.0,soldall,0.0000000,Q4 2019,TRANSPORTS,"","",58.48
Carters inc,CRI,"",0.0,0.0,,0.0158,"",-18148.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,"","",109.34
Atlassian corp plc,TEAM,"",0.0,0.0,,0.0044,"",-4581.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,"","",95.54
Cousins properties  inc.,CUZ,"",0.0,0.0,,0.0029,"",-8863.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",41.2
Iron mountain  inc.,IRM,"",0.0,0.0,,0.0046,"",-18118.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",31.87
World wrestling entertainment inc,WWE,"",0.0,0.0,,0.0067,"",-13022.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",64.87
Sleep number corp,SNBR,"",0.0,0.0,,0.0042,"",-10678.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",43.52
Qurate retail group inc series a (formerly liberty interactive),QRTEA,"",0.0,0.0,,0.0132,"",-197218.0,-100.0,soldall,0.0000000,Q2 2019,COMMUNICATIONS,"","",8.43
Visa inc,V,"",0.0,0.0,,0.2858,"",-191172.0,-100.0,soldall,0.0000000,Q3 2018,FINANCE,"","",148.69
Flowserve corporation,FLS,"",0.0,0.0,,0.0041,"",-10448.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",49.77
Block (h&r) inc.,HRB,"",0.0,0.0,,0.0113,"",-60430.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",23.48
Marketaxess holdings inc,MKTX,"",0.0,0.0,,0.0077,"",-2547.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",379.11
Lyft inc,LYFT,"",0.0,0.0,,0.002,"",-5852.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",43.02
The trade desk inc class a,TTD,"",0.0,0.0,,0.0062,"",-30210.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",259.78
National retail properties  inc.,NNN,"",0.0,0.0,,0.0041,"",-9503.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",53.62
Westinghouse air brake technologies corp,WAB,"",0.0,0.0,,0.0094,"",-15252.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",77.8
Gci liberty inc. (liberty interactive corp.),GLIBA1,"",0.0,0.0,,0.0025,"",-4435.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",70.85
Lazard ltd. class a,LAZ,"",0.0,0.0,,0.0049,"",-15395.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",39.96
Bjs restaurants inc.,BJRI,"",0.0,0.0,,0.0045,"",-14895.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",37.96
Constellation brands  inc.,STZ,"",0.0,0.0,,0.0397,"",-26309.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",193.39
New york community bancorp,NYCB,"",0.0,0.0,,0.001,"",-10065.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",12.02
Wolverine world wide  inc.,WWW,"",0.0,0.0,,0.0034,"",-12571.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",28.26
Illumina inc,ILMN,"",0.0,0.0,,0.4429,"",-167810.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",304.22
Aon plc,AON,"",0.0,0.0,,0.0041,"",-2470.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",208.29
American international group  inc.,AIG,"",0.0,0.0,,0.0049,"",-12091.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",51.33
Vistra energy corp,VST,"",0.0,0.0,,0.0042,"",-23017.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",22.99
Cracker barrel old country store  inc.,CBRL,"",0.0,0.0,,0.0126,"",-10272.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",169.19
Intuit  inc.,INTU,"",0.0,0.0,,0.1823,"",-87466.0,-100.0,soldall,0.0000000,Q4 2018,INFORMATION TECHNOLOGY,"","",251.0
Seaworld entertainment  inc.,SEAS,"",0.0,0.0,,0.002,"",-8098.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",31.71
Arthur j. gallagher & co inc,AJG,"",0.0,0.0,,0.0041,"",-5397.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",95.23
Altice usa inc,ATUS,"",0.0,0.0,,0.0076,"",-34970.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",27.34
Molina healthcare inc,MOH,"",0.0,0.0,,0.0041,"",-3835.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",135.69
Restaurant brands international inc,QSR,"",0.0,0.0,,0.0021,"",-4149.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",71.14
Applied materials inc.,AMAT,"",0.0,0.0,,0.0056,"",-11507.0,-100.0,soldall,0.0000000,Q3 2019,INFORMATION TECHNOLOGY,"","",49.9
Seagen inc,SGEN,"",0.0,0.0,,0.002,"",-2156.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",114.26
International flavors and fragrances  inc.,IFF,"",0.0,0.0,,0.0043,"",-4205.0,-100.0,soldall,0.0000000,Q4 2019,MATERIALS,"","",129.02
Assurant inc.,AIZ,"",0.0,0.0,,0.0024,"",-2286.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",131.08
Stanley black & decker inc.,SWK,"",0.0,0.0,,0.0033,"",-2488.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",165.74
Corelogic inc. (first american financial),CLGX1,"",0.0,0.0,,0.0051,"",-14752.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",43.71
Western alliance bancorporation,WAL,"",0.0,0.0,,0.0023,"",-5056.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",57.0
Merck & co,MRK,"",0.0,0.0,,0.008,"",-11547.91,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",90.95
Macerich company (the),MAC,"",0.0,0.0,,0.0049,"",-22725.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",26.92
Middleby corp (the),MIDD,"",0.0,0.0,,0.007,"",-7988.0,-100.0,soldall,0.0000000,Q4 2019,INDUSTRIALS,"","",109.52
Live nation entertainment inc,LYV,"",0.0,0.0,,0.0027,"",-4824.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",71.47
Potbelly corp,PBPB,"",0.0,0.0,,0.0034,"",-100321.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",4.22
Schein (henry) inc.,HSIC,"",0.0,0.0,,0.0027,"",-5122.0,-100.0,soldall,0.0000000,Q4 2019,HEALTH CARE,"","",66.72
Urban outfitters inc.,URBN,"",0.0,0.0,,0.0144,"",-65372.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",27.77
Targa resources inc,TRGP,"",0.0,0.0,,0.0033,"",-10294.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",40.83
Henry (jack) & associates  inc.,JKHY,"",0.0,0.0,,0.0049,"",-4198.0,-100.0,soldall,0.0000000,Q4 2019,INFORMATION TECHNOLOGY,"","",145.67
Southwest airlines co.,LUV,"",0.0,0.0,,0.0138,"",-32148.0,-100.0,soldall,0.0000000,Q3 2019,TRANSPORTS,"","",53.99
Edison international (southern california edison),EIX,"",0.0,0.0,,0.0046,"",-7648.0,-100.0,soldall,0.0000000,Q4 2019,UTILITIES AND TELECOMMUNICATIONS,"","",75.41
Amc networks inc,AMCX,"",0.0,0.0,,0.0071,"",-22699.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",39.5
Taubman centers  inc.,TCO1,"",0.0,0.0,,0.0046,"",-18501.0,-100.0,soldall,0.0000000,Q4 2019,REAL ESTATE,"","",31.09
Championx corp,CHX,"",0.0,0.0,,0.0022,"",-8220.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",33.78
Coterra energy inc,CTRA,"",0.0,0.0,,0.0021,"",-15200.0,-100.0,soldall,0.0000000,Q4 2019,ENERGY,"","",17.41
Fidelity national information services inc,FIS,"",0.0,0.0,,0.0017,"",-1540.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",139.09
Bank of the ozarks,OZK,"",0.0,0.0,,0.0044,"",-18086.0,-100.0,soldall,0.0000000,Q4 2019,FINANCE,"","",30.51
Zumiez inc,ZUMZ,"",0.0,0.0,,0.0078,"",-28428.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",29.89
