Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Tesla inc,TSLA,"",1549385.0,334608000.0,2.9442,3.5499,12,-1124465.0,-42.054154,reduction,0.1662772,Q1 2020,CONSUMER DISCRETIONARY,"","",104.8
Lam research corp.,LRCX,"",952212.0,308003000.0,2.7101,1.5285,13,449491.0,89.411622,addition,0.6552023,Q1 2020,INFORMATION TECHNOLOGY,"","",279.3972
Peloton interactive inc,PTON,"",5140586.0,296972000.0,2.613,1.1502,14,1720915.0,50.323993,addition,1.8149721,Q4 2019,CONSUMER DISCRETIONARY,"","",37.1479
Insulet corp,PODD,"",1454347.0,282521000.0,2.4859,3.0153,15,17713.0,1.232951,addition,2.2219198,Q3 2019,HEALTH CARE,"","",168.7545
Jd.com inc adr,JD,"",4645790.0,279583000.0,2.46,5.0037,16,-5106768.0,-52.36337,reduction,0.2987374,Q3 2019,CONSUMER DISCRETIONARY,"","",40.5
Dynatrace inc,DT,"",6601809.0,268034000.0,2.3584,3.4671,17,-4878267.0,-42.493334,reduction,2.3488056,Q3 2019,INFORMATION TECHNOLOGY,"","",24.79
Smartsheet inc,SMAR,"",5019569.0,255597000.0,2.249,2.9159,18,-525315.0,-9.473868,reduction,4.1916727,Q2 2019,INFORMATION TECHNOLOGY,"","",45.31
Alibaba group holding ltd adr,BABA,"",1167006.0,251723000.0,2.2149,6.2045,19,-1351334.0,-53.659712,reduction,0.0431479,Q3 2016,COMMUNICATIONS,"","",135.7
Liberty broadband corp class c,LBRDK,"",1954115.0,242232000.0,2.1314,6.7751,20,-2876108.0,-59.544,reduction,1.0741020,Q2 2016,COMMUNICATIONS,"","",60.02
Nvidia corp.,NVDA,"",2503588.0,237785000.0,2.0922,2.9963,21,-1085428.0,-30.243053,reduction,0.1017719,Q3 2016,INFORMATION TECHNOLOGY,"","",221.46
Global payments inc.,GPN,"",1168412.0,198186000.0,1.7438,3.4262,22,-706763.0,-37.690509,reduction,0.3904556,Q2 2019,INFORMATION TECHNOLOGY,"","",159.51
Shopify inc,SHOP,"",166639.0,158173000.0,1.3917,0.0072,23,165272.0,12090.12436,addition,0.1539801,Q2 2017,COMMUNICATIONS,"","",942.2101
Docusign inc,DOCU,"",856094.0,147428000.0,1.2972,,24,856094.0,,new,0.4665137,Q4 2019,INFORMATION TECHNOLOGY,"","",172.21
Wolfspeed inc (cree inc),WOLF,"",2262221.0,133901000.0,1.1782,2.1636,25,-2554118.0,-53.030279,reduction,2.0915493,Q1 2020,INFORMATION TECHNOLOGY,"","",35.46
Guardant health inc,GH,"",1574977.0,127778000.0,1.1243,2.0211,26,-717250.0,-31.290531,reduction,1.5926257,Q2 2019,HEALTH CARE,"","",79.71
Datadog inc,DDOG,"",1410895.0,122677000.0,1.0794,1.488,27,-1853688.0,-56.78177,reduction,0.4712745,Q3 2019,INFORMATION TECHNOLOGY,"","",35.66
Broadcom ltd. (avago technologies),AVGO,"",317584.0,100233000.0,0.8819,0.9539,28,0.0,0.0,,0.0789646,Q1 2014,INFORMATION TECHNOLOGY,"","",159.99
Micron technology  inc.,MU,"",1829989.0,94281000.0,0.8296,0.5355,29,824989.0,82.088458,addition,0.1647157,Q1 2018,INFORMATION TECHNOLOGY,"","",46.3302
Microsoft corp.,MSFT,"",457536.0,93113000.0,0.8193,5.1617,30,-2125982.0,-82.290195,reduction,0.0060459,Q4 2017,INFORMATION TECHNOLOGY,"","",101.95
Inovio pharmaceuticals inc,INO,"",2750000.0,74113000.0,0.6521,,31,2750000.0,,new,1.7394445,Q2 2020,HEALTH CARE,"","",26.95
Dexcom inc,DXCM,"",162877.0,66031000.0,0.581,,32,162877.0,,new,0.1701204,Q2 2020,HEALTH CARE,"","",405.4
Uber technologies inc,UBER,"",2100797.0,65293000.0,0.5745,0.3821,33,1020471.0,94.459543,addition,0.1203235,Q2 2019,CONSUMER DISCRETIONARY,"","",38.948
Wynn resorts ltd,WYNN,"",864119.0,64368000.0,0.5664,,34,864119.0,,new,0.8012381,Q2 2020,CONSUMER DISCRETIONARY,"","",74.49
Green dot corp,GDOT,"",1251295.0,61414000.0,0.5404,0.4025,35,-56.0,-0.004475,reduction,2.3444736,Q2 2019,FINANCE,"","",28.48
Okta inc,OKTA,"",304098.0,60890000.0,0.5358,0.3446,36,81582.0,36.663431,addition,0.2440413,Q1 2019,INFORMATION TECHNOLOGY,"","",135.165
Howmet aerospace inc. (aluminum co. of america - alcoa - arconic),HWM,"",2785176.0,44145000.0,0.3884,,37,2785176.0,,new,2.5539684,Q2 2020,INDUSTRIALS,"","",15.85
Live nation entertainment inc,LYV,"",930591.0,41253000.0,0.363,,38,930591.0,,new,0.4283409,Q4 2019,COMMUNICATIONS,"","",44.33
Liberty media corp series c,FWONK,"",885059.0,28065000.0,0.2469,,39,885059.0,,new,0.3819439,Q2 2020,COMMUNICATIONS,"","",31.71
Align technology inc,ALGN,"",87875.0,24116000.0,0.2122,,40,87875.0,,new,0.1115353,Q2 2020,HEALTH CARE,"","",274.44
Stitch fix inc,SFIX,"",937829.0,23390000.0,0.2058,0.1505,41,2403.0,0.256888,addition,0.9141745,Q4 2019,CONSUMER DISCRETIONARY,"","",25.6582
Servicenow inc,NOW,"",56500.0,22886000.0,0.2014,0.2865,42,-22411.0,-28.40035,reduction,0.0294576,Q2 2018,INFORMATION TECHNOLOGY,"","",194.5
Transdigm group inc,TDG,"",48400.0,21395000.0,0.1883,,43,48400.0,,new,0.0892886,Q2 2020,INDUSTRIALS,"","",442.05
Fitbit inc,FIT2,"",3178570.0,20534000.0,0.1807,0.2682,44,0.0,0.0,,1.1784387,Q4 2015,INFORMATION TECHNOLOGY,"","",6.66
Bed bath & beyond inc.,BBBY,"",1837365.0,19476000.0,0.1714,0.097,45,18382.0,1.010565,addition,1.4427674,Q1 2020,CONSUMER DISCRETIONARY,"","",4.2739
Twitter inc,TWTR,"",353829.0,10541000.0,0.0927,2.0665,46,-6287982.0,-94.672703,reduction,0.0447347,Q3 2019,COMMUNICATIONS,"","",33.57
Dht holdings inc,DHT,"",1763131.0,9045000.0,0.0796,,47,1763131.0,,new,1.1959842,Q2 2020,ENERGY,"","",5.13
Nikola corp,NKLA,"",130000.0,8779000.0,0.0772,,48,130000.0,,new,0.0360211,Q2 2020,FINANCE,"","",67.53
Teekay tankers ltd,TNK,"",684621.0,8777000.0,0.0772,,49,684621.0,,new,2.0315163,Q2 2020,TRANSPORTS,"","",12.82
Sorrento therapeutics inc,SRNE,"",1350000.0,8478000.0,0.0746,,50,1350000.0,,new,0.5577900,Q2 2020,INFORMATION TECHNOLOGY,"","",6.28
Smiledirectclub inc,SDC,"",986445.0,7793000.0,0.0686,0.0584,51,0.0,0.0,,0.2561743,Q1 2020,HEALTH CARE,"","",4.67
Stratasys ltd,SSYS,"",456847.0,7246000.0,0.0638,0.0924,52,-265.0,-0.057973,reduction,0.8301781,Q2 2015,INFORMATION TECHNOLOGY,"","",15.95
3d systems corp.,DDD,"",961080.0,6718000.0,0.0591,0.094,53,-845.0,-0.087845,reduction,0.7933951,Q1 2017,INDUSTRIALS,"","",7.71
Tanger factory outlet centers inc,SKT,"",290628.0,2072000.0,0.0182,0.0184,54,0.0,0.0,,0.3109243,Q1 2020,REAL ESTATE,"","",5.0
Hertz global hld,HTZGQ1,"",1114411.0,1571000.0,0.0138,0.0926,55,-68234.0,-5.76961,reduction,0.7831744,Q2 2018,CONSUMER DISCRETIONARY,"","",6.58
Home depot  inc. (the),HD,"",2116.0,530000.0,0.0047,0.0096,56,-1950.0,-47.958682,reduction,0.0001967,Q1 2020,CONSUMER DISCRETIONARY,"","",186.71
Advance auto parts  inc.,AAP,"",2911.0,415000.0,0.0037,,57,2911.0,,new,0.0042127,Q2 2020,CONSUMER DISCRETIONARY,"","",142.45
Fedex corporation,FDX,"",2512.0,352000.0,0.0031,0.0027,58,728.0,40.807175,addition,0.0009589,Q2 2019,TRANSPORTS,"","",126.7548
Autozone inc.,AZO,"",267.0,301000.0,0.0026,,59,267.0,,new,0.0011430,Q2 2020,CONSUMER DISCRETIONARY,"","",1128.12
Cvs health corp. (melville shoe),CVS,"",4463.0,290000.0,0.0026,,60,4463.0,,new,0.0003410,Q2 2020,CONSUMER STAPLES,"","",64.97
Floor & decor holdings inc,FND,"",4637.0,267000.0,0.0023,,61,4637.0,,new,0.0044819,Q2 2020,CONSUMER DISCRETIONARY,"","",57.65
Costco co.,COST,"",798.0,242000.0,0.0021,,62,798.0,,new,0.0001807,Q3 2018,CONSUMER STAPLES,"","",303.21
Natural grocers by vitamin cottage  inc.,NGVC,"",16205.0,241000.0,0.0021,0.0027,63,-8465.0,-34.312931,reduction,0.0719875,Q1 2020,CONSUMER STAPLES,"","",8.51
Tjx companies inc.,TJX,"",4688.0,237000.0,0.0021,,64,4688.0,,new,0.0003914,Q1 2018,CONSUMER DISCRETIONARY,"","",50.56
Chegg inc,CHGG,"",3483.0,234000.0,0.0021,0.0026,65,-2269.0,-39.447149,reduction,0.0028018,Q4 2019,CONSUMER DISCRETIONARY,"","",37.91
Nike inc.,NKE,"",2305.0,226000.0,0.002,1.4472,66,-1378363.0,-99.833052,reduction,0.0001478,Q3 2018,CONSUMER DISCRETIONARY,"","",82.78
Skechers usa  inc. class a,SKX,"",7127.0,224000.0,0.002,0.0029,67,-2495.0,-25.93016,reduction,0.0045180,Q1 2020,CONSUMER DISCRETIONARY,"","",23.74
Realreal inc,REAL,"",17441.0,223000.0,0.002,,68,17441.0,,new,0.0200715,Q3 2019,CONSUMER DISCRETIONARY,"","",12.79
Target corp.,TGT,"",1858.0,223000.0,0.002,,69,1858.0,,new,0.0003716,Q3 2019,CONSUMER DISCRETIONARY,"","",119.93
Texas roadhouse inc  class a,TXRH,"",4064.0,214000.0,0.0019,,70,4064.0,,new,0.0058634,Q2 2020,CONSUMER DISCRETIONARY,"","",52.57
Coca cola co.,KO,"",4774.0,213000.0,0.0019,,71,4774.0,,new,0.0001111,Q2 2020,CONSUMER STAPLES,"","",44.68
Lands end inc,LE,"",26265.0,211000.0,0.0019,,72,26265.0,,new,0.0805660,Q1 2018,CONSUMER DISCRETIONARY,"","",8.04
Tractor supply company,TSCO,"",1590.0,210000.0,0.0018,0.0093,73,-7123.0,-81.751406,reduction,0.0013681,Q4 2019,CONSUMER DISCRETIONARY,"","",93.44
World wrestling entertainment inc,WWE,"",4834.0,210000.0,0.0018,,74,4834.0,,new,0.0051769,Q4 2019,COMMUNICATIONS,"","",43.45
Rh common stock,RH,"",818.0,204000.0,0.0018,,75,818.0,,new,0.0042403,Q2 2020,CONSUMER DISCRETIONARY,"","",248.9
Upwork inc,UPWK,"",14123.0,204000.0,0.0018,,76,14123.0,,new,0.0117421,Q2 2020,INFORMATION TECHNOLOGY,"","",14.44
Southwest airlines co.,LUV,"",5879.0,201000.0,0.0018,,77,5879.0,,new,0.0009967,Q3 2019,TRANSPORTS,"","",34.18
Under armour inc,UAA,"",18039.0,176000.0,0.0015,,78,18039.0,,new,0.0039691,Q2 2020,CONSUMER DISCRETIONARY,"","",9.74
Tillys inc,TLYS,"",29468.0,167000.0,0.0015,,79,29468.0,,new,0.0989533,Q2 2020,CONSUMER DISCRETIONARY,"","",5.67
Chuys holdings inc,CHUY,"",10699.0,159000.0,0.0014,,80,10699.0,,new,0.0543492,Q2 2020,INDUSTRIALS,"","",14.88
Revolve group inc,RVLV,"",10268.0,153000.0,0.0013,,81,10268.0,,new,0.0147993,Q2 2020,CONSUMER DISCRETIONARY,"","",14.86
At home group inc,HOME,"",20986.0,136000.0,0.0012,0.0011,82,-20699.0,-49.655751,reduction,0.0326947,Q1 2020,CONSUMER DISCRETIONARY,"","",2.02
Jetblue airways corp,JBLU,"",11418.0,124000.0,0.0011,,83,11418.0,,new,0.0041912,Q2 2020,TRANSPORTS,"","",10.9
Zynga  inc.,ZNGA,"",12928.0,123000.0,0.0011,0.0025,84,-15757.0,-54.931149,reduction,0.0012021,Q2 2019,INFORMATION TECHNOLOGY,"","",6.85
Noodles & co,NDLS,"",15581.0,94000.0,0.0008,,85,15581.0,,new,0.0352200,Q2 2020,CONSUMER DISCRETIONARY,"","",6.05
Cato corp.,CATO,"",10544.0,86000.0,0.0008,,86,10544.0,,new,0.0439046,Q2 2020,CONSUMER DISCRETIONARY,"","",8.18
Vera bradley inc,VRA,"",17995.0,80000.0,0.0007,,87,17995.0,,new,0.0538771,Q3 2018,CONSUMER DISCRETIONARY,"","",4.44
Office depot inc,ODP,"",1232.2,29000.0,0.0003,0.002,88,-8469.5,-87.299133,reduction,0.0233970,Q3 2018,CONSUMER DISCRETIONARY,"","",24.44
Ringcentral inc,RNG,"",0.0,0.0,,1.4028,"",-522555.0,-100.0,soldall,0.0000000,Q3 2019,UTILITIES AND TELECOMMUNICATIONS,"","",159.76
Campbell soup co.,CPB,"",0.0,0.0,,0.0074,"",-12644.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",49.42
Ingles markets  inc class a,IMKTA,"",0.0,0.0,,0.0042,"",-9234.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER STAPLES,"","",36.16
Sprouts farmers market inc,SFM,"",0.0,0.0,,0.0029,"",-12324.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",19.34
Vanguard ftseeuropean etf,VGK,"",0.0,0.0,,0.0149,"",-27172.0,-100.0,soldall,No Data,Q1 2020,FINANCE,"","",43.28
Tyson foods  inc.,TSN,"",0.0,0.0,,0.0053,"",-7201.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",87.82
Gannett co inc. (new media investment group),GCI,"",0.0,0.0,,0.0003,"",-13439.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",6.38
Avis budget group inc. (cuc international - cendant),CAR,"",0.0,0.0,,0.0033,"",-18610.0,-100.0,soldall,0.0000000,Q4 2019,TRANSPORTS,"","",32.24
Tapestry inc,TPR,"",0.0,0.0,,0.0051,"",-31216.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",26.97
Guess inc,GES,"",0.0,0.0,,0.0048,"",-55698.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",6.77
Tempur sealy international inc,TPX,"",0.0,0.0,,0.0026,"",-18980.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",43.71
Boston beer inc class a,SAM,"",0.0,0.0,,0.0099,"",-2127.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",377.81
Prog holdings inc,PRG,"",0.0,0.0,,0.0027,"",-10949.37,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",57.11
G-iii apparel group ltd,GIII,"",0.0,0.0,,0.0033,"",-33564.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",25.77
Luckin coffee inc,LKNCY,"",0.0,0.0,,0.4232,"",-1228494.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",23.96
Vivint solar inc,VSLR1,"",0.0,0.0,,0.0101,"",-182454.0,-100.0,soldall,0.0000000,Q1 2020,ENERGY,"","",4.37
Wingstop inc,WING,"",0.0,0.0,,0.0095,"",-9383.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",79.7
Cal-maine foods inc,CALM,"",0.0,0.0,,0.0041,"",-7279.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER STAPLES,"","",43.98
Abercrombie & fitch co.,ANF,"",0.0,0.0,,0.0026,"",-22402.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,"","",17.29
Energizer holdings inc,ENR,"",0.0,0.0,,0.0037,"",-9590.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER STAPLES,"","",30.25
Coty inc.,COTY,"",0.0,0.0,,0.0008,"",-12046.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER STAPLES,"","",5.16
Ishares msci mexico etf-ishares msci mexico etf,EWW,"",0.0,0.0,,0.0054,"",-14977.0,-100.0,soldall,No Data,Q1 2020,FINANCE,"","",28.35
Snap inc class a,SNAP,"",0.0,0.0,,0.5595,"",-3714333.0,-100.0,soldall,0.0000000,Q3 2019,UTILITIES AND TELECOMMUNICATIONS,"","",15.92
Wix.com ltd,WIX,"",0.0,0.0,,0.0051,"",-3977.0,-100.0,soldall,0.0000000,Q2 2019,COMMUNICATIONS,"","",142.1
Kimberly-clark corp.,KMB,"",0.0,0.0,,0.0079,"",-4866.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",127.87
Wendys co. (the),WEN,"",0.0,0.0,,0.0058,"",-30931.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,"","",14.88
New york times co. class a,NYT,"",0.0,0.0,,0.0031,"",-7985.0,-100.0,soldall,0.0000000,Q2 2019,COMMUNICATIONS,"","",30.71
Stoneco ltd,STNE,"",0.0,0.0,,0.0785,"",-284542.0,-100.0,soldall,0.0000000,Q2 2019,FINANCE,"","",31.41
Canopy growth corp,CGC,"",0.0,0.0,,0.2405,"",-1316735.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",14.42
Caleres inc. (brown shoe co.),CAL,"",0.0,0.0,,0.0032,"",-48472.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",21.17
Sally beauty holdings inc,SBH,"",0.0,0.0,,0.0015,"",-14475.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",8.08
Helen of troy ltd.,HELE,"",0.0,0.0,,0.011,"",-6023.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER STAPLES,"","",144.03
Keurig dr pepper inc,KDP,"",0.0,0.0,,0.0033,"",-10898.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",28.95
Central garden & pet co. class a,CENTA,"",0.0,0.0,,0.0028,"",-8746.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",25.57
Iqvia holdings inc,IQV,"",0.0,0.0,,0.0113,"",-8281.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",149.38
Monster beverage corp.,MNST,"",0.0,0.0,,0.005,"",-7036.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER STAPLES,"","",62.84
Glu mobile inc,GLUU1,"",0.0,0.0,,0.3482,"",-4370311.0,-100.0,soldall,0.0000000,Q2 2019,INFORMATION TECHNOLOGY,"","",6.2
B&g foods  inc.,BGS,"",0.0,0.0,,0.0078,"",-33852.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",17.98
Fossil group inc.,FOSL,"",0.0,0.0,,0.0023,"",-55683.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",3.29
Yum! brands  inc. (tricon global restaurants),YUM,"",0.0,0.0,,0.0056,"",-6489.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",68.53
Post holdings inc,POST,"",0.0,0.0,,0.0144,"",-13689.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER STAPLES,"","",82.97
Ishares msci united kingdom etf-ishares msci united kingdom etf,EWU,"",0.0,0.0,,0.009,"",-29693.0,-100.0,soldall,No Data,Q2 2019,FINANCE,"","",33.94
Designer brands inc,DBI,"",0.0,0.0,,0.0051,"",-81366.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",4.98
Citi trends inc,CTRN,"",0.0,0.0,,0.0027,"",-23961.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",8.9
Siteone landscape supply inc,SITE,"",0.0,0.0,,0.0041,"",-4423.0,-100.0,soldall,0.0000000,Q1 2020,INDUSTRIALS,"","",73.62
Lowes companies  inc.,LOW,"",0.0,0.0,,0.0078,"",-7162.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",86.05
Dish network corp  class a,DISH,"",0.0,0.0,,0.003,"",-11993.0,-100.0,soldall,0.0000000,Q4 2019,COMMUNICATIONS,"","",35.47
Petiq inc,PETQ,"",0.0,0.0,,0.0033,"",-11219.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",23.23
Tivity health inc,TVTY,"",0.0,0.0,,0.0013,"",-16219.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",6.29
Grubhub inc,GRUB1,"",0.0,0.0,,0.0091,"",-8851.0,-100.0,soldall,0.0000000,Q2 2019,COMMUNICATIONS,"","",46.51
Marriott international inc/md,MAR,"",0.0,0.0,,0.0045,"",-4705.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",151.43
Colgate-palmolive co.,CL,"",0.0,0.0,,0.0045,"",-5350.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",68.84
Clorox co.,CLX,"",0.0,0.0,,0.0097,"",-4403.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER STAPLES,"","",173.25
Procter & gamble co. (oh) (1905),PG,"",0.0,0.0,,0.0077,"",-5551.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,"","",120.35
Papa johns international inc.,PZZA,"",0.0,0.0,,0.0088,"",-13057.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",52.45
Williams-sonoma inc.,WSM,"",0.0,0.0,,0.0051,"",-9443.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",65.32
Alphatec holdings inc,ATEC,"",0.0,0.0,,0.0013,"",-28958.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",3.45
Pvh corp. (phillips jones - phillips van heusen corp.),PVH,"",0.0,0.0,,0.0043,"",-9021.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",37.64
Macys inc,M,"",0.0,0.0,,0.0014,"",-22770.0,-100.0,soldall,0.0000000,Q2 2018,CONSUMER DISCRETIONARY,"","",15.62
Dunkin brands group inc,DNKN1,"",0.0,0.0,,0.0064,"",-9490.0,-100.0,soldall,0.0000000,Q4 2018,CONSUMER DISCRETIONARY,"","",77.62
Intuitive surgical inc,ISRG,"",0.0,0.0,,0.2774,"",-132672.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,"","",524.55
General mills co.,GIS,"",0.0,0.0,,0.0059,"",-8827.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER STAPLES,"","",52.77
Vanguard total stock market etf,VTI,"",0.0,0.0,,0.0143,"",-8781.0,-100.0,soldall,No Data,Q3 2019,FINANCE,"","",151.0
Dominos pizza inc,DPZ,"",0.0,0.0,,0.0057,"",-1378.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",324.07
National beverage corp,FIZZ,"",0.0,0.0,,0.0121,"",-44778.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER STAPLES,"","",42.65
American airlines group inc,AAL,"",0.0,0.0,,0.003,"",-19415.0,-100.0,soldall,0.0000000,Q1 2020,TRANSPORTS,"","",12.19
Bath & body works inc (l brands),BBWI,"",0.0,0.0,,0.0021,"",-18009.48,-100.0,soldall,0.0000000,Q3 2018,CONSUMER DISCRETIONARY,"","",11.56
Best buy co.  inc.,BBY,"",0.0,0.0,,0.0057,"",-7872.0,-100.0,soldall,0.0000000,Q1 2018,CONSUMER DISCRETIONARY,"","",57.0
Ethan allen interiors  inc.,ETD,"",0.0,0.0,,0.0013,"",-10206.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",10.22
Mcdonalds corp.,MCD,"",0.0,0.0,,0.0617,"",-29461.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER DISCRETIONARY,"","",167.59
Hormel foods corp.,HRL,"",0.0,0.0,,0.003,"",-5151.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",45.11
Rent-a-center inc.,RCII,"",0.0,0.0,,0.0022,"",-12140.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",25.79
Sportsmans warehouse holdings inc,SPWH,"",0.0,0.0,,0.001,"",-12445.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER DISCRETIONARY,"","",6.16
Axogen inc,AXGN,"",0.0,0.0,,0.0022,"",-16474.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,"","",10.4
Flowers foods,FLO,"",0.0,0.0,,0.0062,"",-23981.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER STAPLES,"","",20.52
Beyond meat inc,BYND,"",0.0,0.0,,0.4372,"",-518188.0,-100.0,soldall,0.0000000,Q4 2019,CONSUMER STAPLES,"","",72.56
Wayfair inc class a,W,"",0.0,0.0,,0.0041,"",-6084.0,-100.0,soldall,0.0000000,Q2 2019,CONSUMER DISCRETIONARY,"","",105.28
Mondelez international inc. (kraft foods),MDLZ,"",0.0,0.0,,0.0112,"",-17608.0,-100.0,soldall,0.0000000,Q1 2019,CONSUMER STAPLES,"","",54.55
Jack in the box  inc,JACK,"",0.0,0.0,,0.0112,"",-25160.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",35.05
Planet fitness inc,PLNT,"",0.0,0.0,,0.0028,"",-4476.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",57.87
